,budget,compositeur,date,duree,entrees_premiere_semaine,franchise,genre,pays,producteur,remake,salles_premiere_semaine,titre,scoring_acteurs_realisateurs,season,coeff_studio
3806,28836885,,2008-09-24,120,438976,,Comédie,France,Jacques Perrin,,594,Faubourg 36,0.1034482758620689,Automne,2
3807,40000000,,2011-11-23,109,441450,,Science Fiction,Etats-Unis,,,321,Time Out,0.0689655172413793,Automne,3
3808,70000000,,2006-06-14,116,438793,Franchise,Animation,Etats-Unis,,,733,Cars,0.3793103448275862,Été,3
3809,70000000,,2008-11-05,128,453376,,Thriller,Etats-Unis,Ridley Scott,,428,Mensonges d'Etat,0.3793103448275862,Automne,3
3810,7400000,,2003-02-19,104,445798,,Thriller,France,,,338,La Fleur du mal,0.2068965517241379,Hiver,1
3811,50000000,,2001-10-03,126,446712,,Musical,Etats-Unis,,,343,Moulin Rouge,0.4482758620689655,Automne,2
3812,100000000,,2014-08-27,98,447389,,Péplum,Etats-Unis,,,487,Hercule (2014),0.0689655172413793,Été,3
3813,185000000,,2019-10-23,128,449453,Franchise,Science Fiction,Etats-Unis,,,455,Terminator: Dark Fate,0.0689655172413793,Automne,3
3814,20000000,,2019-02-20,115,448755,,Drame,France,Alain Attal,,462,Le Chant du loup,0.4827586206896552,Hiver,2
3815,170000000,Danny Elfman,2016-06-01,112,455543,,Fantasy,Etats-Unis,,,638,Alice de l'autre côté du miroir,0.3793103448275862,Été,3
3816,80000000,Brian Tyler,2017-01-18,107,450091,Franchise,Aventure - Action,Etats-Unis,Vin Diesel,,550,xXx : Reactivated,0.1724137931034483,Hiver,3
3817,0,,2024-02-21,110,456390,,Drame,Grande-Bretagne,,,469,Une vie (2024),0.2413793103448276,Hiver,2
3818,11130936,,2008-03-12,124,448334,,Thriller,France,,,478,MR-73,0.1724137931034483,Printemps,2
3819,41000000,Ennio Morricone,1995-02-08,127,446488,,Drame,Etats-Unis,,,310,Harcèlement,0.0,Hiver,3
3820,30000000,,1993-12-15,137,459900,,Thriller,Etats-Unis,,,380,Un monde parfait,1.3448275862068966,Hiver,3
3821,21740000,,2003-05-14,95,473568,,Comédie,France,Luc Besson,,730,Fanfan la Tulipe,0.0,Printemps,2
3822,110000000,,2017-03-29,106,472608,,Science Fiction,Etats-Unis,,,549,Ghost In The Shell (2017),0.3448275862068966,Printemps,3
3823,110000000,,2015-05-27,114,471962,,Catastrophe,Etats-Unis,,,496,San Andreas,0.0689655172413793,Printemps,3
3824,12100000,Alexandre Desplat,2023-01-04,100,456751,,Drame,France,,,554,Tirailleurs,0.1724137931034483,Hiver,2
3825,0,,2020-10-21,102,458929,,Film familial,France,,,686,Poly,0.1724137931034483,Automne,2
3826,80000000,,2015-10-07,89,459772,Franchise,Animation,Etats-Unis,Adam Sandler,,594,Hotel Transylvanie 2,0.0,Automne,3
3827,45000000,,2004-10-06,100,459152,Franchise,Aventure - Action,Etats-Unis,,,421,Resident Evil: Apocalypse,0.0,Automne,0
3828,95000000,,1998-01-21,135,459531,,Science Fiction,Etats-Unis,,,491,Starship Troopers,0.0,Hiver,2
3829,12000000,,2012-02-22,84,458842,,Fantasy,Etats-Unis,,,341,Chronicle,0.0344827586206896,Hiver,3
3830,22671167,Howard Shore,2020-02-12,101,457031,,Film familial,France,,,698,Le Prince Oublié,0.2068965517241379,Hiver,2
3831,10972547,,2007-10-03,106,458730,,Drame,France,,,331,Un secret,0.0689655172413793,Automne,2
3832,75000000,,1997-08-20,135,456461,,Aventure - Action,Etats-Unis,Joel Silver,,464,Complots,0.3448275862068966,Été,3
3833,100000000,,2010-12-22,98,471220,Franchise,Comédie,Etats-Unis,,,503,Mon beau-père et nous,0.1724137931034483,Hiver,3
3834,5370000,,2019-09-25,103,471679,,Drame,France,,,437,Au nom de la terre,0.3793103448275862,Automne,0
3835,28373701,,2013-10-23,111,471021,,Aventure - Action,France,Luc Besson,,460,Malavita,0.3103448275862069,Automne,2
3836,65000000,James Horner,1996-02-14,100,461307,,Film familial,Etats-Unis,,Remake,422,Jumanji,0.1724137931034483,Hiver,3
3837,20000000,,1997-02-12,101,462471,,Comédie,Etats-Unis,,,258,Tout le monde dit I Love You,1.1724137931034484,Hiver,0
3838,85000000,Alan Silvestri,2016-11-23,101,463630,,Thriller,Etats-Unis,,,519,Alliés,0.9310344827586208,Automne,3
3839,55000000,Alan Silvestri,2003-03-12,105,463509,,Romance,Etats-Unis,,,471,Coup de foudre à Manhattan,0.0689655172413793,Printemps,3
3840,16002042,,2013-02-20,98,464280,,Comédie,France,,,477,Vive la France,0.1034482758620689,Hiver,2
3841,15000000,,1986-09-17,110,463027,Franchise,Aventure - Action,Etats-Unis,Jerry Brukheimer,,,Top Gun,0.5862068965517241,Automne,0
3842,40000000,,2004-01-07,100,462828,,Thriller,Etats-Unis,Joel Silver,,412,Gothika,0.2758620689655172,Hiver,3
3843,175000000,Alan Silvestri,2009-08-05,118,463111,Franchise,Aventure - Action,Etats-Unis,Lorenzo di Bonaventura,,514,G.I. Joe - Le réveil du Cobra,0.0,Été,3
3844,8245979,,2013-04-17,95,462231,,Comédie,France,,,508,Les Gamins,0.1379310344827586,Printemps,2
3845,18680216,,2011-11-30,102,460207,,Thriller,France,,,442,Les Lyonnais,0.0344827586206896,Automne,2
3846,42000000,,2004-03-10,90,461735,,Romance,Etats-Unis,,,324,Polly et moi,0.0,Printemps,0
3847,85000000,,2007-05-17,156,462343,,Thriller,Etats-Unis,,,376,Zodiac,0.3448275862068966,Printemps,3
3848,22890000,,2003-11-19,104,460777,,Aventure - Action,France,Pierre-Ange Le Pogam,,600,Michel Vaillant,0.0,Automne,2
3849,55000000,,1998-06-24,113,460016,,Romance,Etats-Unis,,Remake,300,La Cité des anges,0.0689655172413793,Été,3
3850,110000000,Alan Silvestri,2010-06-16,117,469720,,Aventure - Action,Etats-Unis,Ridley Scott,,621,L'Agence tous risques,0.0689655172413793,Été,3
3851,75000000,Hans Zimmer,2016-11-09,121,464722,Franchise,Thriller,Etats-Unis,Brian Grazer,,566,Inferno,0.5172413793103449,Automne,3
3852,44000000,John Williams,1996-10-30,140,464884,,Drame,Etats-Unis,,,355,Sleepers,0.6206896551724138,Automne,1
3853,9806336,,2007-12-12,92,466488,,Film familial,France,,,703,Le Renard et l'enfant,0.0,Hiver,3
3854,3994174,,2010-09-08,120,467950,,Drame,France,,,252,Des hommes et des Dieux,0.0344827586206896,Automne,0
3855,50000000,,2006-01-04,122,467953,,Aventure - Action,Etats-Unis,,,329,Lord of War,0.5862068965517242,Hiver,2
3856,15000000,,2011-10-05,95,467609,,Aventure - Action,Etats-Unis,,,246,Drive,0.3448275862068966,Automne,2
3857,125000000,Brian Tyler,2017-06-14,107,474305,,Aventure - Action,Etats-Unis,,,690,La Momie (2017),0.7241379310344827,Été,3
3858,50000000,,2009-04-01,115,465607,,Science Fiction,Etats-Unis,,,338,Prédictions,0.0689655172413793,Printemps,2
3859,25000000,,2004-04-07,91,465406,Franchise,Film familial,Etats-Unis,,,583,Scooby-Doo 2: Les Monstres se déchaînent,0.0,Printemps,3
3860,75000000,Jerry Goldsmith,1995-08-16,132,464781,,Aventure - Action,Etats-Unis,,,377,Lancelot,0.1379310344827586,Été,3
3861,75000000,James Horner,1998-05-27,120,464802,,Science Fiction,Etats-Unis,Steven Spielberg,,499,Deep Impact,0.1379310344827586,Printemps,0
3862,35000000,Brian Tyler,2023-03-08,123,464821,Franchise,Horreur,Etats-Unis,,,427,Scream VI,0.0,Printemps,3
3863,18000000,James Horner,2012-04-04,194,498212,,Drame,Etats-Unis,,,331,Titanic (3D),0.9655172413793104,Printemps,2
3864,45000000,,2006-06-21,83,497240,Franchise,Comédie,Etats-Unis,,,571,Scary Movie 4,0.0,Été,3
3865,18000000,John Williams,1980-08-20,129,474578,Franchise,Fantasy,Etats-Unis,George Lucas,,,L'Empire contre-attaque,0.1034482758620689,Été,3
3866,170000000,,2011-02-09,125,475032,,Science Fiction,Etats-Unis,,,569,Tron l'héritage,0.0,Hiver,3
3867,50000000,John Williams,2018-01-24,115,476134,,Drame,Etats-Unis,,,423,Pentagon Papers,1.4482758620689655,Hiver,3
3868,85000000,- Junkie XL,2014-04-09,143,475291,Franchise,Science Fiction,Etats-Unis,,,550,Divergente,0.4482758620689655,Printemps,2
3869,250000000,,2012-03-07,140,475960,,Science Fiction,Etats-Unis,,,506,John Carter,0.2068965517241379,Printemps,3
3870,48000000,Howard Shore,2002-04-24,108,475014,,Aventure - Action,Etats-Unis,,,520,Panic Room,0.8620689655172413,Printemps,3
3871,60000000,John Williams,2004-09-15,128,475798,,Comédie,Etats-Unis,Steven Spielberg,,577,Le Terminal,0.7931034482758621,Automne,0
3872,19996567,,2010-03-24,115,475510,,Thriller,France,Luc Besson,,500,L'Immortel,0.4482758620689655,Printemps,2
3873,8000000,,1994-10-26,149,474930,,Drame,Etats-Unis,,,233,Pulp Fiction,0.5172413793103448,Automne,0
3874,15000000,Jerry Goldsmith,1983-03-02,97,496870,Franchise,Guerre,Etats-Unis,,,,Rambo,0.1724137931034483,Printemps,0
3875,10695514,,2015-12-23,102,474661,,Comédie,France,,,441,Le Grand partage,0.4137931034482759,Hiver,0
3876,73000000,,1998-11-10,98,474342,,Aventure - Action,Etats-Unis,,,,Snake Eyes,0.0689655172413793,Automne,2
3877,12930000,Eric Serra,2002-10-30,90,496630,,Comédie,France,,,504,Décalage horaire,0.2758620689655172,Automne,0
3878,85000000,Jerry Goldsmith,1999-08-18,112,496127,,Aventure - Action,Etats-Unis,,,497,Le 13ème guerrier,0.0,Été,0
3879,50000000,,1994-12-21,123,495935,,Aventure - Action,Etats-Unis,,,319,Entretien avec un vampire,1.0344827586206895,Hiver,3
3880,33000000,,1999-10-27,95,494479,Franchise,Comédie,Etats-Unis,,,497,"Austin Powers 2, l'espion qui m'a tirée",0.0,Automne,0
3881,18000000,,2013-09-25,98,494375,,Comédie,Etats-Unis,,,301,Blue Jasmine,1.2413793103448276,Automne,0
3882,50500000,Ennio Morricone,1994-09-14,135,493160,,Fantasy,Etats-Unis,,,380,Wolf,0.4482758620689655,Automne,3
3883,95000000,,2010-02-10,122,479413,,Fantasy,Etats-Unis,,,532,Percy Jackson le voleur de foudre,0.0,Hiver,3
3884,60000000,,1996-02-21,170,482236,,Aventure - Action,Etats-Unis,,,250,Heat,0.8275862068965518,Hiver,3
3885,5300000,,2019-08-28,111,485386,,Comédie dramatique,France,,,375,La Vie scolaire,0.0,Été,2
3886,80000000,Tyler Bates,2008-12-10,102,484204,,Science Fiction,Etats-Unis,,Remake,606,Le Jour où la Terre s'arrêta (2008),0.2758620689655172,Hiver,3
3887,200000000,,2022-06-22,100,482715,,Animation,Etats-Unis,,,641,Buzz l'éclair,0.1034482758620689,Été,3
3888,50000000,,2010-10-13,120,484432,,Comédie dramatique,Etats-Unis,,,342,The Social Network,0.1379310344827586,Automne,3
3889,45000000,,2021-06-30,95,482349,,Film familial,Etats-Unis,,,612,Pierre Lapin 2 : Panique en ville,0.4827586206896552,Été,3
3890,75000000,,2004-09-08,108,479680,Franchise,Aventure - Action,Etats-Unis,Frank Marshall,,477,La Mort dans la peau,0.1034482758620689,Automne,0
3891,90000000,,2012-01-18,160,477509,,Thriller,Etats-Unis,,Remake,520,Millenium Les hommes qui n’aimaient pas les femmes,0.2758620689655172,Hiver,3
3892,11430000,,2002-10-09,103,480951,,Comédie,France,,,408,Embrassez qui vous voudrez,0.6896551724137931,Automne,2
3893,6660000,,2006-01-11,97,479294,,Comédie,France,,,306,Je vous trouve très beau,0.0,Hiver,1
3894,50000000,,2001-03-07,147,477351,,Drame,Etats-Unis,,,424,Traffic,0.0,Printemps,0
3895,22000000,,1993-06-23,111,486958,,Comédie,Etats-Unis,,,254,Made in America,0.3448275862068966,Été,3
3896,100000000,,2007-11-14,160,485455,,Thriller,Etats-Unis,Brian Grazer,,379,American Gangster,0.5517241379310345,Automne,3
3897,11980000,,2003-11-05,90,489107,,Comédie,France,,,447,Mauvais esprit,0.1034482758620689,Automne,2
3898,180000000,,2016-07-06,109,492673,,Aventure - Action,Etats-Unis,,,535,Tarzan (2016),0.8620689655172414,Été,3
3899,27440000,,1999-08-25,132,499344,,Thriller,France,,,386,La Neuvième porte,0.2758620689655172,Été,0
3900,85000000,Alan Silvestri,2001-01-17,143,490635,,Drame,Etats-Unis,,,443,Seul au monde,0.3448275862068966,Hiver,0
3901,200000000,Alan Silvestri,2009-11-25,96,499094,,Animation,Etats-Unis,,,508,Le Drôle de Noël de Scrooge,0.4137931034482758,Automne,3
3902,135000000,Alan Silvestri,2013-04-10,99,500528,,Animation,Etats-Unis,,,661,Les Croods,0.5172413793103449,Printemps,3
3903,60000000,,2016-10-19,118,489442,,Thriller,Etats-Unis,Tom Cruise,,480,Jack Reacher 2,0.5862068965517241,Automne,3
3904,85000000,,2022-08-03,127,491067,,Aventure - Action,Etats-Unis,,,786,Bullet Train,0.7586206896551724,Été,3
3905,75000000,,2016-02-03,86,488106,Franchise,Film familial,Etats-Unis,,,582,Alvin et les Chipmunks - A fond la caisse,0.0,Hiver,3
3906,21480000,,2006-04-12,78,491328,,Animation,France,,,606,Astérix et les Vikings,0.0,Printemps,2
3907,5312910,,2005-03-16,105,489073,,Comédie,France,,,318,Tout pour plaire,0.0,Printemps,0
3908,125000000,James Newton Howard,2012-09-19,101,485799,Franchise,Aventure - Action,Etats-Unis,Frank Marshall,,580,Jason Bourne : l'héritage,0.2068965517241379,Automne,3
3909,16740000,,2022-10-12,140,486242,,Drame,France,,,672,Simone - Le voyage du siècle,0.0,Automne,3
3910,9354376,,2009-01-07,93,517597,,Comédie,France,,,578,De l'autre côté du lit,0.2758620689655172,Hiver,0
3911,12447638,,2007-09-26,100,517322,,Comédie,France,,,407,99 Francs,0.4827586206896552,Automne,2
3912,20000000,,2019-01-16,129,539113,Franchise,Thriller,Etats-Unis,,,402,Glass,0.2413793103448276,Hiver,3
3913,55000000,Alan Silvestri,1994-10-05,140,500885,,Comédie,Etats-Unis,,,331,Forrest Gump,0.3448275862068966,Automne,0
3914,65000000,,2021-07-07,95,500697,,Animation,Etats-Unis,,,693,Les Croods 2 : une nouvelle ère,0.5172413793103449,Été,3
3915,105000000,,2002-02-27,158,505352,,Drame,Etats-Unis,,,579,Ali,0.3448275862068966,Hiver,0
3916,110000000,,1997-07-23,130,503700,Franchise,Aventure - Action,Etats-Unis,,,450,Speed 2,0.1724137931034483,Été,2
3917,6141357,,2011-02-16,106,502481,,Comédie,France,,,270,Les Femmes du 6e étage,0.1724137931034483,Hiver,2
3918,50000000,,2014-02-26,106,505678,,Thriller,Etats-Unis,Joel Silver,,442,Non-Stop,0.0,Hiver,2
3919,60000000,,2016-11-30,96,505048,,Drame,Etats-Unis,,,480,Sully,0.896551724137931,Automne,3
3920,15000000,,2000-10-04,119,501743,,Aventure - Action,Chine,,,338,Tigre et dragon,0.0,Automne,3
3921,127000000,Alan Silvestri,2015-02-04,97,501154,Franchise,Film familial,Etats-Unis,,,630,La Nuit au musée : Le Secret des Pharaons,0.2068965517241379,Hiver,3
3922,11450000,,2005-03-09,104,501196,,Comédie,France,,Remake,458,Boudu,0.5172413793103449,Printemps,2
3923,25108146,Alexandre Desplat,2019-11-13,132,501228,,Drame,France,,,545,J'accuse,0.4827586206896552,Automne,2
3924,15236470,,2013-02-27,103,506674,,Thriller,France,,,469,Möbius,0.4827586206896552,Hiver,2
3925,30000000,Danny Elfman,2005-10-19,75,506716,,Animation,Etats-Unis,,,427,Les Noces funèbres,0.4137931034482758,Automne,3
3926,80000000,,2009-10-28,85,508980,,Science Fiction,Etats-Unis,,,301,Clones,0.0344827586206896,Automne,3
3927,3990000,,2015-04-29,80,509815,,Comédie,France,,,312,"Connasse, Princesse des coeurs",0.0344827586206896,Printemps,2
3928,78000000,James Newton Howard,2012-03-21,142,509426,Franchise,Fantasy,Etats-Unis,,,706,Hunger Games,0.3103448275862069,Printemps,0
3929,80000000,,2023-01-18,188,508796,,Drame,Etats-Unis,,,584,Babylon,1.103448275862069,Hiver,3
3930,190000000,,2013-07-17,131,510094,,Science Fiction,Etats-Unis,,,641,Pacific Rim,0.1034482758620689,Été,3
3931,80000000,Alan Silvestri,2000-09-13,129,508911,,Thriller,Etats-Unis,,,395,Apparences,0.1034482758620689,Automne,2
3932,88000000,,2005-10-05,119,506944,,Fantasy,Grande-Bretagne,,,456,Les Frères Grimm,0.1034482758620689,Automne,0
3933,5010000,,2002-06-19,120,508466,Franchise,Comédie,France,,,348,L'Auberge espagnole,0.3448275862068966,Été,0
3934,20980000,,2001-08-01,98,505980,,Aventure - Action,France,Luc Besson,,612,Le Baiser mortel du dragon,0.0,Été,2
3935,50000000,,2008-01-23,116,507434,,Musical,Etats-Unis,,,365,"Sweeney Todd, le diabolique barbier de Fleet Street",0.4137931034482758,Hiver,3
3936,0,,2020-10-14,87,508815,,Comédie,France,,,615,30 jours max,0.0344827586206896,Automne,2
3937,60000000,,2009-12-23,88,536385,Franchise,Film familial,Etats-Unis,,,526,Alvin et les Chipmunks 2,0.0,Hiver,3
3938,9410932,,2014-12-31,79,538215,,Comédie,France,,,441,Une heure de tranquillité,0.1034482758620689,Hiver,0
3939,40000000,James Horner,2010-08-18,126,537271,,Aventure - Action,Etats-Unis,Will Smith,Remake,530,The Karate Kid (2010),0.1034482758620689,Été,3
3940,11000000,John Williams,1997-03-12,121,513896,Franchise,Fantasy,Etats-Unis,George Lucas,,404,La Guerre des étoiles (Special Edition),0.1034482758620689,Printemps,2
3941,135000000,,2020-02-19,100,522494,,Aventure - Action,Etats-Unis,,,472,L'Appel de la forêt,0.2758620689655172,Hiver,3
3942,75000000,Hans Zimmer,1996-07-31,136,523200,,Aventure - Action,Etats-Unis,Jerry Brukheimer,,479,Rock,0.2068965517241379,Été,2
3943,200000000,,2020-03-04,100,515381,,Animation,Etats-Unis,,,579,En avant,0.0,Printemps,3
3944,125000000,,2008-07-23,114,517088,Franchise,Comicbook,Etats-Unis,Kevin Feige,Remake,679,L'Incroyable Hulk,0.0,Été,2
3945,17290000,,2013-12-04,114,513407,Franchise,Comédie,France,,,542,Casse-tête chinois,0.3448275862068966,Hiver,2
3946,10783053,,2020-03-04,108,511913,,Drame,France,,,619,De Gaulle,0.0344827586206896,Printemps,2
3947,190000000,,2021-12-22,148,513133,Franchise,Science Fiction,Etats-Unis,,,578,Matrix Resurrections,0.2413793103448275,Hiver,3
3948,83000000,,1999-12-15,124,511835,,Aventure - Action,Etats-Unis,,,214,La Fin des temps,0.0689655172413793,Hiver,0
3949,45000000,,1995-01-11,128,510869,,Fantasy,Etats-Unis,,,294,Frankenstein,0.4482758620689655,Hiver,3
3950,60000000,Thomas Newman,1998-09-02,160,511833,,Romance,Etats-Unis,,,335,L'Homme qui murmurait à l'oreille des chevaux,0.0689655172413793,Automne,2
3951,16304796,,2010-01-20,130,511713,,Comédie dramatique,France,,,499,Gainsbourg - (vie héroïque),0.0,Hiver,3
3952,120000000,,2007-02-21,114,523901,,Comicbook,Etats-Unis,,,426,Ghost Rider,0.0689655172413793,Hiver,2
3953,15000000,,2005-10-26,124,523285,,Drame,Etats-Unis,,,297,Match Point,0.7931034482758621,Automne,2
3954,150000000,James Newton Howard,2010-07-28,103,526009,,Aventure - Action,Etats-Unis,Frank Marshall,,477,Le Dernier maître de l'air,0.0689655172413793,Été,3
3955,7813053,,2011-03-16,109,530847,,Comédie dramatique,France,,,482,Ma part du gâteau,0.5517241379310345,Printemps,2
3956,40000000,,2011-04-13,111,533026,Franchise,Horreur,Etats-Unis,,,440,Scream 4,0.0,Printemps,2
3957,67000000,,2002-04-03,101,533300,Franchise,Aventure - Action,Etats-Unis,,,397,Resident Evil,0.0,Printemps,0
3958,50000000,,2002-10-09,124,535418,Franchise,Aventure - Action,Etats-Unis,Neal H. Moritz,,626,XXX,0.1724137931034483,Automne,3
3959,250000000,,2018-05-23,135,531414,,Fantasy,Etats-Unis,Kathleen Kennedy,,844,Solo: A Star Wars Story,0.0,Printemps,3
3960,11700000,,2006-12-13,103,527454,,Comédie,France,,,443,Hors de prix,0.0,Hiver,2
3961,10805481,,2012-04-25,94,532593,Franchise,Film familial,France,,,587,Les Vacances de Ducobu,0.0,Printemps,2
3962,78000000,,2003-03-19,102,534365,,Comicbook,Etats-Unis,Kevin Feige,,579,Daredevil,0.4827586206896551,Printemps,2
3963,61000000,,2014-10-08,145,539178,,Thriller,Etats-Unis,,,429,Gone Girl,0.5172413793103448,Automne,3
3964,3860000,,1997-04-30,100,542034,Franchise,Comédie,France,,,244,La Vérité si je mens!,0.0344827586206896,Printemps,0
3965,26896205,,2016-12-14,89,542443,,Animation,France,,,614,Ballerina,0.0,Hiver,2
3966,3400000,,2014-04-16,85,543729,,Comédie,France,,,350,Babysitting,0.0,Printemps,3
3967,7124618,,2013-10-16,81,546618,,Comédie,France,,,360,9 mois ferme,1.0,Automne,0
3968,23129213,,2013-10-02,92,545928,,Comédie,France,,,645,Eyjafjallajökull,0.2068965517241379,Automne,0
3969,15670729,,2012-06-27,109,546052,,Romance,France,,,499,Un bonheur n'arrive jamais seul,0.0689655172413793,Été,2
3970,130000000,James Newton Howard,2013-06-05,100,548418,,Science Fiction,Etats-Unis,Will Smith,,497,After Earth,0.4137931034482759,Été,3
3971,30000000,,2011-05-11,94,545601,,Romance,Etats-Unis,,,406,Minuit à Paris,1.3103448275862069,Printemps,0
3972,185000000,Hans Zimmer,2017-10-04,163,544508,,Science Fiction,Etats-Unis,Ridley Scott,,658,Blade Runner 2049,0.4482758620689655,Automne,3
3973,92000000,,2002-01-09,127,545164,,Aventure - Action,Etats-Unis,,,517,Spy Game jeux d'espions,0.4482758620689655,Hiver,0
3974,0,,2020-02-19,98,541102,,Comédie,France,,Remake,485,10 jours sans maman,0.1034482758620689,Hiver,2
3975,215000000,Hans Zimmer,2013-08-07,135,544062,,Western,Etats-Unis,Jerry Brukheimer,,714,Lone Ranger,0.2758620689655172,Été,3
3976,50000000,Howard Shore,1997-11-05,128,552994,,Aventure - Action,Etats-Unis,,,352,The Game,0.1379310344827586,Automne,1
3977,8700000,,2018-12-26,97,573356,,Aventure - Action,France,Jacques Perrin,,529,Mia et le lion blanc,0.2413793103448276,Hiver,2
3978,55000000,,2014-12-03,95,570040,,Film familial,Grande-Bretagne,,,574,Paddington,0.3448275862068966,Hiver,2
3979,145000000,Alexandre Desplat,2012-11-28,97,571590,,Animation,Etats-Unis,,,608,Les Cinq légendes,0.0689655172413793,Automne,3
3980,70000000,James Newton Howard,1999-12-08,116,569132,,Romance,Etats-Unis,,,548,Just married (ou presque),0.2068965517241379,Hiver,2
