,budget,compositeur,date,duree,entrees_premiere_semaine,franchise,genre,pays,producteur,remake,salles_premiere_semaine,titre,scoring_acteurs_realisateurs,season,coeff_studio
3586,185000000,,2016-08-17,120,344813,Franchise,Science Fiction,Etats-Unis,,,603,Star Trek Sans limites,0.1034482758620689,Été,3
3587,80000000,,2017-02-08,104,346187,,Animation,Etats-Unis,,,549,"Lego Batman, Le Film",0.0689655172413793,Hiver,3
3588,24000000,,2005-01-12,119,345633,,Animation,Japon,John Lasseter,,393,Le Château ambulant,0.2413793103448276,Hiver,3
3589,71500000,,1998-08-12,85,345146,Franchise,Film familial,Etats-Unis,,Remake,485,Dr. Dolittle,0.0,Été,2
3590,0,,1992-04-15,160,346444,,Comédie dramatique,France,,,,Indochine,0.2413793103448276,Printemps,0
3591,15743270,,2017-01-11,124,346642,,Drame,France,,,560,Dalida,0.1034482758620689,Hiver,2
3592,100000000,,2010-04-14,116,345040,,Thriller,Etats-Unis,,,421,Green Zone,0.1034482758620689,Printemps,2
3593,50000000,,2013-03-06,88,357266,,Fantasy,Etats-Unis,,,418,Hansel et Gretel,0.2068965517241379,Printemps,3
3594,64000000,,1999-11-10,132,355510,,Romance,Etats-Unis,,,265,L'Ombre d'un soupçon,0.1034482758620689,Automne,3
3595,45000000,Danny Elfman,2003-02-26,115,358350,,Musical,Etats-Unis,,,340,Chicago,0.0,Hiver,2
3596,12000000,,1993-02-10,100,358389,,Aventure - Action,Etats-Unis,,,251,Piège en haute mer,0.0,Hiver,3
3597,0,,1993-04-21,112,348205,,Comédie,Etats-Unis,,,276,Monsieur le député,0.0,Printemps,2
3598,35000000,,2008-05-07,99,349393,,Romance,Etats-Unis,,,304,Jackpot,0.0,Printemps,3
3599,0,,2000-10-18,139,351171,,Musical,Danemark,,,380,Dancer in the Dark,0.2413793103448276,Automne,0
3600,55000000,,2017-12-13,114,351400,,Thriller,Etats-Unis,Ridley Scott,,384,Le Crime de l'Orient Express (2017),0.5517241379310345,Hiver,3
3601,36000000,,2018-10-03,136,351307,,Musical,Etats-Unis,,,338,A Star is Born (2018),0.0689655172413793,Automne,3
3602,70000000,Danny Elfman,2004-03-03,125,351353,,Comédie,Etats-Unis,,,277,Big Fish,0.6896551724137931,Printemps,3
3603,7800000,,2017-10-11,116,351303,,Comédie dramatique,France,,,559,L'Ecole buissonnière (2017),0.1724137931034483,Automne,2
3604,30000000,Howard Shore,1999-09-29,103,350629,,Comédie,Etats-Unis,,,288,Mafia Blues,0.1724137931034483,Automne,3
3605,33945816,,2005-02-02,103,350054,,Aventure - Action,France,Luc Besson,,480,Danny The Dog,0.1379310344827586,Hiver,2
3606,100000000,,2010-11-10,100,349758,,Thriller,Etats-Unis,,,430,Unstoppable (2010),0.2413793103448276,Automne,3
3607,100000000,,2014-02-05,117,348763,,Science Fiction,Etats-Unis,,Remake,423,Robocop (2014),0.2413793103448275,Hiver,2
3608,12500000,Thomas Newman,2000-02-02,122,349269,,Drame,Etats-Unis,,,252,American Beauty,0.0,Hiver,0
3609,0,,2009-11-11,85,347912,,Comédie,France,,,437,Trésor,0.0344827586206896,Automne,2
3610,21000000,,1992-11-25,100,347325,Franchise,Comédie,Etats-Unis,,,,Sister Act,0.0,Automne,0
3611,45000000,James Horner,1994-10-19,136,351869,Franchise,Aventure - Action,Etats-Unis,,,311,Danger immédiat,0.1034482758620689,Automne,0
3612,13000000,,2003-08-27,81,352841,,Thriller,Etats-Unis,,,276,Phone Game,0.1034482758620689,Été,2
3613,18000000,,2006-11-15,82,353997,,Comédie,Etats-Unis,,,269,Borat,0.0,Automne,3
3614,138000000,,2019-10-02,117,360006,,Science Fiction,Etats-Unis,Jerry Brukheimer,,513,Gemini Man,0.3448275862068966,Automne,3
3615,0,,2015-10-14,96,354687,,Comédie,Etats-Unis,,,310,L'Homme irrationnel,1.206896551724138,Automne,0
3616,10943234,,2011-07-01,95,354177,Franchise,Comédie,France,,,429,Les Tuche,0.3448275862068966,Été,2
3617,9575946,,2011-06-22,96,353369,Franchise,Film familial,France,,,471,L'Elève Ducobu,0.0,Été,2
3618,5280000,,2003-08-20,97,360968,,Comédie,France,,,417,Père et fils,0.0,Été,2
3619,7700000,,2007-02-21,90,360449,,Romance,France,,,251,Je crois que je l'aime,0.2413793103448276,Hiver,2
3620,46000000,James Horner,1994-03-16,141,374946,,Thriller,Etats-Unis,,,240,L'Affaire Pélican,0.4482758620689655,Printemps,3
3621,100000000,,2006-12-06,107,375210,,Animation,Etats-Unis,,,830,Happy Feet,1.137931034482759,Hiver,3
3622,149000000,,2006-11-29,86,374153,,Animation,Etats-Unis,,,690,Souris City,0.5172413793103449,Automne,0
3623,28795985,,2013-08-21,113,375017,,Comicbook,Etats-Unis,Brad Pitt,,424,Kick-Ass 2,0.1034482758620689,Été,3
3624,9435745,,2013-11-06,113,372944,,Comédie,France,,,341,Quai d'Orsay,0.1034482758620689,Automne,2
3625,175000000,,2017-05-17,127,362905,,Aventure - Action,Etats-Unis,,,593,Le Roi Arthur: La Légende d'Excalibur,0.0344827586206896,Printemps,3
3626,82000000,Hans Zimmer,2021-08-18,107,362162,,Animation,Etats-Unis,,,602,Baby Boss 2 : une affaire de famille,0.0,Été,3
3627,150000000,,2012-03-28,99,363480,,Péplum,Etats-Unis,,,455,La Colère des Titans,0.0689655172413793,Printemps,3
3628,2042070,,1995-05-31,95,365426,,Drame,France,,,118,La Haine,1.4827586206896552,Printemps,0
3629,175000000,,2015-02-04,127,363580,,Science Fiction,Etats-Unis,,,392,Jupiter : Le destin de l'Univers,0.1379310344827586,Hiver,3
3630,6970000,,2019-03-13,87,361898,,Comédie dramatique,France,,,498,Mon Bébé,0.1034482758620689,Printemps,2
3631,5319634,,2004-03-03,94,365573,,Film familial,France,,,291,Malabar Princess,0.0,Printemps,3
3632,7410000,,2019-03-06,100,362932,,Comédie,France,,,353,Le Mystère Henri Pick,0.1034482758620689,Printemps,2
3633,5320000,,2004-12-22,93,365125,,Comédie,France,,,340,Les Sœurs fâchées,0.6206896551724138,Hiver,1
3634,30000000,,2016-05-11,96,365813,,Comédie dramatique,Etats-Unis,,,393,Café Society,0.9655172413793104,Printemps,0
3635,44500000,Alexandre Desplat,2012-11-07,119,365701,,Thriller,Etats-Unis,,,343,Argo,0.9655172413793104,Automne,3
3636,10000000,,2005-09-07,105,366013,,Comédie,Etats-Unis,,,229,Broken Flowers,0.0,Automne,0
3637,80000000,,2001-09-12,99,366793,,Aventure - Action,Etats-Unis,,,501,Opération Espadon,0.1379310344827586,Automne,3
3638,220000000,,2023-11-08,105,369007,,Comicbook,Etats-Unis,,,543,The Marvels,0.1034482758620689,Automne,3
3639,20000000,,1996-06-26,107,368172,,Fantasy,Etats-Unis,,,228,Une nuit en enfer,0.4137931034482758,Été,2
3640,40000000,,2011-01-12,113,368501,,Aventure - Action,Etats-Unis,,,325,Le Dernier des Templiers,0.0689655172413793,Hiver,0
3641,40000000,John Williams,2023-02-22,151,367332,,Drame,Etats-Unis,Steven Spielberg,,502,The Fabelmans,0.4482758620689655,Hiver,3
3642,46000000,James Newton Howard,2001-10-31,102,367749,,Romance,Etats-Unis,,,588,Couple de stars,0.2068965517241379,Automne,3
3643,22000000,,2016-02-17,100,368023,,Comédie,Etats-Unis,,,429,"Ave, César!",0.6206896551724138,Hiver,3
3644,18000000,,2000-12-06,95,369372,,Comédie,Etats-Unis,,,405,Escrocs mais pas trop,0.7241379310344828,Hiver,0
3645,9700000,,2018-02-14,90,372856,,Comédie,France,,,489,Le Retour du Héros,0.7241379310344828,Hiver,2
3646,63000000,,2002-10-23,95,372429,Franchise,Comédie,Etats-Unis,,,567,Austin Powers dans Goldmember,0.689655172413793,Automne,0
3647,0,,1994-01-12,102,372114,,Thriller,Etats-Unis,,,248,Piège en eaux troubles,0.0344827586206896,Hiver,3
3648,90000000,Alan Silvestri,1997-09-17,153,369566,,Science Fiction,Etats-Unis,,,402,Contact,0.5517241379310345,Automne,3
3649,0,,2014-10-22,98,369909,,Romance,Etats-Unis,,,305,Magic in the Moonlight,1.2413793103448276,Automne,0
3650,5939175,,2013-03-06,112,369847,,Comédie,France,,,335,Au bout du conte,0.2068965517241379,Printemps,1
3651,9849830,,2017-05-31,97,370214,,Comédie,France,,,456,Marie-Francine,0.0,Printemps,2
3652,50000000,,2015-03-25,105,371490,,Comédie,Etats-Unis,,,347,Diversion,0.8275862068965518,Printemps,3
3653,170000000,Howard Shore,2011-12-14,127,371751,,Film familial,Etats-Unis,,,695,Hugo Cabret,0.6896551724137931,Hiver,0
3654,150000000,,2017-01-11,104,375857,,Aventure - Action,Etats-Unis,,,376,La Grande muraille,0.1379310344827586,Hiver,3
3655,40000000,,1994-08-03,127,375899,,Western,Etats-Unis,,,396,Maverick,0.4482758620689655,Été,3
3656,11480000,,2022-06-29,85,390327,,Comédie,France,,Remake,616,Irréductible,0.5172413793103449,Été,2
3657,13200000,,2009-11-04,120,390181,,Drame,France,Alain Attal,,335,Le Concert,0.2413793103448276,Automne,2
3658,130000000,,2018-12-19,124,389704,,Film familial,Etats-Unis,,,573,Le Retour de Mary Poppins,0.8620689655172413,Hiver,3
3659,10798539,,2016-02-10,90,390145,,Comédie,France,,,394,Joséphine s'arrondit,0.0689655172413793,Hiver,2
3660,12000000,,2014-08-20,125,389520,,Drame,Etats-Unis,,,282,Nos étoiles contraires,0.0,Été,3
3661,150000000,,2015-10-21,111,377115,,Fantasy,Etats-Unis,,,489,Pan,0.0344827586206896,Automne,3
3662,7900000,,1997-11-12,120,377587,,Comédie,France,,,158,On connaît la chanson,0.2413793103448275,Automne,1
3663,25000000,,2013-09-11,125,378298,,Drame,Etats-Unis,,,265,Le Majordome,0.1724137931034483,Automne,0
3664,80000000,,1996-12-18,114,389115,,Catastrophe,Etats-Unis,,,488,Daylight,0.6896551724137931,Hiver,0
3665,17000000,,2002-07-10,96,377363,,Comédie,Etats-Unis,,,401,40 jours et 40 nuits,0.0,Été,0
3666,11200000,,2011-11-09,99,377935,,Comédie,France,,,420,Mon pire cauchemar,0.8620689655172413,Automne,2
3667,38000000,,2001-09-26,107,378261,Franchise,Aventure - Action,Etats-Unis,Neal H. Moritz,,397,Fast and Furious,0.0689655172413793,Automne,0
3668,32000000,Alan Silvestri,1995-06-21,108,388852,,Western,Etats-Unis,,,249,Mort ou vif,0.3793103448275862,Été,3
3669,220000000,,2023-06-14,144,388700,,Comicbook,Etats-Unis,,,664,The Flash,0.8620689655172413,Été,3
3670,50000000,,1997-03-05,138,388654,,Romance,Etats-Unis,,,423,Jerry Maguire,0.5862068965517241,Printemps,3
3671,70000000,,2023-08-30,109,378764,Franchise,Aventure - Action,Etats-Unis,,,511,Equalizer 3,0.2413793103448276,Été,3
3672,50000000,,2005-08-03,101,379298,Franchise,Film familial,Etats-Unis,,,575,La Coccinelle revient,0.0,Été,3
3673,26000000,,1995-01-18,100,378823,Franchise,Fantasy,Canada,,,220,Highlander 3,0.0,Hiver,0
3674,55000000,James Horner,2005-11-09,93,379588,,Aventure - Action,Etats-Unis,Brian Grazer,,423,Flight Plan,0.3103448275862069,Automne,3
3675,63000000,,1999-11-10,135,381606,,Aventure - Action,Etats-Unis,,,396,Fight Club,0.7586206896551724,Automne,2
3676,90000000,,2004-02-18,88,381442,,Film familial,Etats-Unis,,,474,Le Manoir hanté et ses 999 fantômes,0.0,Hiver,2
3677,38160000,,2002-09-25,148,379604,,Drame,France,,,440,Le Pianiste,0.0,Automne,0
3678,27045082,,2011-03-02,109,381577,,Thriller,Etats-Unis,Joel Silver,,339,Sans identité,0.0,Printemps,2
3679,40000000,,2005-02-23,132,381813,,Drame,Etats-Unis,,,257,Ray,0.0,Hiver,0
3680,125000000,,2021-06-23,134,379133,,Film familial,Etats-Unis,,,582,Cruella,0.4827586206896552,Été,3
3681,20000000,,2007-04-18,89,383904,Franchise,Comédie,Grande-Bretagne,,,498,Les Vacances de Mr. Bean,0.0,Printemps,2
3682,70000000,James Horner,2001-03-14,130,382097,,Guerre,Etats-Unis,,,463,"Stalingrad, Enemy at the Gates",0.0344827586206896,Printemps,2
3683,60000000,,2023-08-09,134,382349,,Aventure - Action,Etats-Unis,,,620,Gran Turismo,0.0,Été,3
3684,40000000,,2017-10-25,91,385048,,Animation,Etats-Unis,,,428,Opération casse-noisette 2,0.1034482758620689,Automne,2
3685,45000000,,2020-02-19,129,385394,,Drame,Etats-Unis,,,485,Le Cas Richard Jewell,0.5517241379310345,Hiver,3
3686,65000000,,2006-09-20,135,391102,,Drame,Etats-Unis,,,418,World Trade Center,0.0689655172413793,Automne,0
3687,55000000,,2011-07-20,100,384956,,Film familial,Etats-Unis,,,444,M. Popper et ses pingouins,0.0689655172413793,Été,3
3688,13750770,,2016-12-21,91,386345,,Comédie,France,,,474,À fond,0.0344827586206896,Hiver,0
3689,15000000,,1993-04-07,102,384329,,Aventure - Action,Etats-Unis,,,304,Cavale sans issue,0.0,Printemps,3
3690,11800000,,2018-05-09,130,391207,,Thriller,Espagne,,,410,Everybody knows,0.3103448275862069,Printemps,1
3691,52000000,,2000-06-21,117,383417,,Comédie,Etats-Unis,,,485,Fous d'Irène,0.0689655172413793,Été,2
3692,7422541,,2011-01-05,87,382283,,Comédie,France,,Remake,350,La Chance de ma vie,0.1034482758620689,Hiver,0
3693,7300000,Alexandre Desplat,2006-09-13,112,391284,,Comédie,France,Luc Besson,,265,Quand j'étais chanteur,0.4137931034482758,Automne,2
3694,16377676,,2016-12-07,86,391706,,Comédie,France,,,586,Papa ou maman 2,0.5172413793103449,Hiver,2
3695,150000000,,2003-12-31,134,391951,,Aventure - Action,Etats-Unis,,,360,Master and Commander: De l'autre côté du monde,0.1379310344827586,Hiver,0
3696,55000000,,1998-11-25,122,391979,,Aventure - Action,Etats-Unis,,,303,Ronin,0.1724137931034483,Automne,0
3697,26000000,,1996-02-07,99,401050,,Drame,Etats-Unis,Jerry Brukheimer,,250,Esprits rebelles,0.0,Hiver,2
3698,57000000,James Newton Howard,1998-01-14,140,393335,,Thriller,Etats-Unis,,,305,L'Associé du diable,0.6896551724137931,Hiver,3
3699,50000000,,2002-11-06,116,401107,,Aventure - Action,Etats-Unis,,Remake,417,Insomnia,0.8275862068965518,Automne,3
3700,21302484,,2013-04-24,129,391386,,Comédie dramatique,France,,,450,L'Ecume des jours,0.4482758620689656,Printemps,2
3701,75000000,,2002-09-25,118,391761,Franchise,Aventure - Action,Etats-Unis,Frank Marshall,,434,La Mémoire dans la peau,0.1034482758620689,Automne,0
3702,115000000,James Newton Howard,2016-04-20,114,391290,,Fantasy,Etats-Unis,,,520,Le Chasseur et la reine des glaces,0.2758620689655172,Printemps,3
3703,30000000,,2011-01-26,119,391619,,Drame,Etats-Unis,,,477,Les Chemins de la liberté,0.1034482758620689,Hiver,0
3704,50000000,Brian Tyler,2008-02-06,93,391630,Franchise,Guerre,Etats-Unis,,,453,John Rambo,0.3448275862068966,Hiver,0
3705,35000000,John Williams,1992-01-29,189,391570,,Drame,Etats-Unis,,,,JFK Affaire non classée,0.3793103448275862,Hiver,3
3706,20000000,,1998-01-21,95,417673,,Comédie,Etats-Unis,,,295,Harry dans tous ses états,0.896551724137931,Hiver,0
3707,50000000,,2012-10-10,107,418035,,Comédie,Etats-Unis,,,348,Ted,0.5172413793103448,Automne,3
3708,40000000,,2007-03-14,96,414487,,Romance,Etats-Unis,,,350,Le Come back,0.0,Printemps,3
3709,4000000,,2012-07-11,95,415022,,Comédie,France,,,261,Les Kaïra,0.1034482758620689,Été,2
3710,130000000,,2006-07-05,96,415679,,Animation,Etats-Unis,,,842,"Nos voisins, les hommes",0.0344827586206896,Été,0
3711,9522834,,2008-09-17,100,414296,,Comédie,France,,,443,Parlez-moi de la pluie,0.2068965517241379,Automne,2
3712,60000000,,2002-08-21,102,401688,,Aventure - Action,Etats-Unis,,,438,Le Règne du feu,0.5517241379310345,Été,2
3713,6808477,,2014-06-04,116,401687,,Comédie,France,,,339,Sous les jupes des filles,0.0689655172413793,Été,0
3714,97600000,,2019-11-13,153,402917,,Drame,Etats-Unis,,,378,Le Mans 66,0.2758620689655172,Automne,3
3715,9213105,,2012-10-10,105,403162,,Thriller,France,,,278,Dans la maison,0.2758620689655172,Automne,0
3716,40000000,,2006-05-24,123,403555,,Drame,Etats-Unis,,,312,Marie-Antoinette,0.0,Printemps,2
3717,40000000,Howard Shore,1993-08-25,108,413786,,Thriller,Etats-Unis,,,253,Sliver,0.0,Été,0
3718,35000000,,2009-06-24,96,402973,Franchise,Comédie,Etats-Unis,,,251,Very Bad Trip,0.0689655172413793,Été,3
3719,75000000,,2022-03-30,108,403848,,Comicbook,Etats-Unis,,,671,Morbius,0.1724137931034483,Printemps,3
3720,85000000,,2000-01-19,104,401309,,Aventure - Action,Etats-Unis,,,541,Peur bleue,0.1034482758620689,Hiver,3
3721,40000000,,2000-11-01,103,401280,,Romance,Etats-Unis,,,346,Un automne à New-York,0.0,Automne,2
3722,19000000,,2004-05-19,87,413755,Franchise,Comédie,France,,,619,People Jet Set 2,0.0689655172413793,Printemps,2
3723,10000000,,2018-10-24,109,413854,Franchise,Horreur,Etats-Unis,Jason Blum,,308,Halloween (2018),0.0,Automne,3
3724,35000000,,1995-04-12,100,412978,,Aventure - Action,Etats-Unis,,,306,"Street Fighter, l'ultime combat",0.0,Printemps,3
3725,100000000,Danny Elfman,2013-05-22,102,413571,,Animation,Etats-Unis,,,629,Epic : la bataille du royaume secret,0.6206896551724138,Printemps,3
3726,60000000,,2010-09-22,100,404807,Franchise,Aventure - Action,Etats-Unis,,,408,Resident Evil : Afterlife 3D,0.0,Automne,0
3727,30000000,Alexandre Desplat,2014-02-26,100,405061,,Comédie dramatique,Etats-Unis,,,172,The Grand Budapest Hotel,0.4137931034482758,Hiver,3
3728,14712261,,2012-11-28,111,406295,,Comédie,France,Alain Attal,,450,Populaire,0.1724137931034483,Automne,0
3729,80000000,,2018-10-17,87,406484,,Animation,Etats-Unis,,,544,Yéti & Compagnie,0.0,Automne,3
3730,15000000,,1999-06-02,101,407873,,Horreur,Etats-Unis,,,424,The Faculty,0.0,Été,0
3731,85000000,Danny Elfman,2008-10-29,110,408413,Franchise,Comicbook,Etats-Unis,,,398,Hellboy II les légions d'or maudites,0.0,Automne,3
3732,61479748,,2008-08-20,101,408410,,Science Fiction,France,,,530,Babylon A.D.,0.9310344827586208,Été,2
3733,65000000,,1999-01-20,119,405103,,Romance,Etats-Unis,,Remake,380,Vous avez un message,0.3448275862068966,Hiver,3
3734,15000000,,2018-08-22,128,407099,,Thriller,Etats-Unis,Jason Blum,,307,BlacKkKlansman - J'ai infiltré le Ku Klux Klan,0.0,Été,3
3735,6900000,,2016-09-21,95,405031,,Drame,France,,,391,Juste La Fin Du Monde,1.2413793103448276,Automne,0
3736,18178988,,2017-01-18,110,406076,,Drame,France,,,515,Un sac de billes (2017),0.1034482758620689,Hiver,2
3737,55000000,,2009-01-14,118,408748,,Romance,Etats-Unis,Will Smith,,344,Sept vies,0.3448275862068966,Hiver,3
3738,23400000,Alexandre Desplat,2021-10-13,108,408803,,Comédie dramatique,France,,,685,Eiffel,0.1724137931034483,Automne,2
3739,65000000,,2012-06-20,83,411656,,Comédie,Etats-Unis,,,336,The Dictator,0.0,Été,3
3740,200000000,,2023-10-18,206,418140,,Thriller,Etats-Unis,,,528,Killers of the Flower Moon,1.0344827586206895,Automne,3
3741,9730000,,2017-11-22,95,412414,,Comédie,France,,,407,Le Brio,0.1379310344827586,Automne,2
3742,17214408,,2017-04-05,92,411403,,Comédie,France,,,617,À bras ouverts,0.1034482758620689,Printemps,2
3743,84500000,,2020-02-05,109,412178,,Comicbook,Etats-Unis,,,593,Birds of Prey et la fabuleuse histoire de Harley Quinn,0.5862068965517242,Hiver,3
3744,65000000,,2010-11-10,95,418659,,Comédie,Etats-Unis,,,385,Date limite,0.0,Automne,3
3745,100000000,,2014-06-25,119,411082,,Science Fiction,Etats-Unis,Christopher Nolan,,486,Transcendance,0.4827586206896551,Été,3
3746,8360000,,2002-08-28,129,411100,,Drame,France,,,421,L'Adversaire,0.3103448275862069,Été,0
3747,35000000,,2004-06-09,104,409006,,Comédie,Etats-Unis,,Remake,448,Ladykillers,0.3448275862068966,Été,2
3748,100000000,Tyler Bates,2023-03-22,169,411048,Franchise,Aventure - Action,Etats-Unis,,,557,John Wick: Chapitre 4,0.2068965517241379,Printemps,0
3749,35000000,Thomas Newman,2009-01-21,119,409884,,Drame,Etats-Unis,,,300,Les Noces rebelles,0.6896551724137931,Hiver,3
3750,5620000,,2016-04-20,97,419040,,Comédie,France,,,424,Adopte un veuf,0.0,Printemps,2
3751,190000000,,2015-05-20,130,418815,,Science Fiction,Etats-Unis,,,551,À la poursuite de demain,0.4137931034482758,Printemps,3
3752,22750000,,2004-03-24,102,422135,,Science Fiction,France,,,400,Immortel (Ad Vitam),0.0,Printemps,2
3753,0,,2023-03-08,102,427391,,Comédie dramatique,France,,,600,Mon Crime,1.103448275862069,Printemps,2
3754,85000000,,2013-02-13,91,427257,Franchise,Animation,Etats-Unis,Adam Sandler,,647,Hôtel Transylvanie,0.1034482758620689,Hiver,3
3755,90000000,,2014-01-01,116,427049,,Comédie,Etats-Unis,,,456,La Vie rêvée de Walter Mitty,0.0,Hiver,3
3756,60000000,,1998-11-11,79,421717,,Animation,Etats-Unis,,,436,Fourmiz,0.1724137931034483,Automne,0
3757,95000000,,2023-10-18,91,419824,Franchise,Animation,Etats-Unis,,,692,Les Trolls 3,0.0,Automne,3
3758,50000000,,2017-12-06,104,420344,,Film familial,Grande-Bretagne,,,631,Paddington 2,0.0,Hiver,2
3759,16026815,,2007-01-24,115,420262,,Thriller,France,,,495,Pars vite et reviens tard,0.0344827586206896,Hiver,1
3760,150000000,,2023-04-12,134,420168,,Fantasy,Etats-Unis,,,570,Donjons & Dragons : L'Honneur des voleurs,0.0689655172413793,Printemps,3
3761,100000000,James Newton Howard,2007-01-31,138,419722,,Thriller,Etats-Unis,,,459,Blood Diamond,0.3103448275862069,Hiver,3
3762,60000000,,1998-01-28,124,420487,,Aventure - Action,Etats-Unis,,Remake,435,Le Chacal,0.0344827586206896,Hiver,2
3763,90000000,,2020-10-14,94,419574,Franchise,Animation,Etats-Unis,,,637,Les Trolls 2 - Tournée mondiale,0.0,Automne,3
3764,24000000,,1999-01-13,100,419740,Franchise,Horreur,Etats-Unis,Neal H. Moritz,,259,Souviens-toi… l'été dernier 2,0.0,Hiver,3
3765,120000000,,2007-10-24,85,444083,,Animation,Etats-Unis,,,636,Les Rois de la glisse,0.0344827586206896,Automne,3
3766,19430740,Alexandre Desplat,2009-04-22,110,443370,,Drame,France,,,424,Coco avant Chanel,0.1379310344827586,Printemps,3
3767,52500000,,1997-06-25,90,443422,,Aventure - Action,Etats-Unis,,,267,"Anaconda, le Prédateur",0.0,Été,3
3768,13473753,,2011-10-12,100,443269,,Comédie dramatique,France,,,295,The Artist,0.4827586206896552,Automne,3
3769,23932524,,2005-04-20,128,429165,,Thriller,France,,,600,L'Empire des loups,0.0,Printemps,1
3770,40000000,,2005-06-01,123,430479,Franchise,Comicbook,Etats-Unis,,,521,Sin City,0.0344827586206896,Été,1
3771,80000000,Jerry Goldsmith,1999-10-27,113,430531,,Horreur,Etats-Unis,Steven Spielberg,Remake,393,Hantise,0.0,Automne,0
3772,9473614,,2006-10-25,99,430753,,Animation,France,,,551,Azur et Asmar,0.0,Automne,0
3773,7990000,,2018-10-17,90,429132,,Comédie dramatique,France,,Remake,470,Le Jeu,0.2068965517241379,Automne,0
3774,1912895,,2000-06-14,105,428488,Franchise,Comédie,France,,,494,Jet Set,0.0689655172413793,Été,0
3775,35000000,,2003-07-23,90,428078,Franchise,Comédie,Grande-Bretagne,,,557,Johnny English,0.0,Été,0
3776,38000000,,2016-01-27,112,428597,,Science Fiction,Etats-Unis,,,409,La 5ème vague,0.0344827586206896,Hiver,3
3777,35000000,,1999-01-27,95,428156,Franchise,Aventure - Action,Etats-Unis,,,489,Rush Hour,0.1034482758620689,Hiver,0
3778,70000000,,1998-08-26,95,443256,,Romance,Etats-Unis,,,362,"Six jours, sept nuits",0.1034482758620689,Été,2
3779,45000000,,2007-03-14,114,427400,,Aventure - Action,Chine,,,278,La Cité interdite,0.0,Printemps,2
3780,8361365,,2015-10-28,99,443169,,Comédie,France,,,506,Lolo,0.6896551724137931,Automne,0
3781,80000000,Danny Elfman,1992-07-15,126,431247,Franchise,Comicbook,Etats-Unis,,,,"Batman, le défi",0.1379310344827586,Été,3
3782,130000000,,2013-03-27,111,437058,Franchise,Aventure - Action,Etats-Unis,Lorenzo di Bonaventura,,487,G.I. Joe : Conspiration,0.1034482758620689,Printemps,3
3783,3840000,,2001-09-05,103,436861,,Comédie,France,,,296,Une hirondelle a fait le printemps,0.0,Automne,0
3784,17000000,,2001-12-26,105,434397,,Thriller,Etats-Unis,Paula Wagner,,419,Les Autres,0.3448275862068966,Hiver,0
3785,53000000,,1995-10-25,100,434879,,Aventure - Action,Etats-Unis,,,241,Mortal Kombat,0.0,Automne,0
3786,79000000,,2012-02-15,94,433785,,Aventure - Action,Etats-Unis,,,436,Voyage au centre de la Terre 2,0.0689655172413793,Hiver,3
3787,80000000,James Newton Howard,1997-02-05,89,435703,,Film familial,Etats-Unis,,,506,Space Jam,0.0,Hiver,3
3788,87500000,,2019-09-18,124,434069,,Science Fiction,Etats-Unis,,,425,Ad Astra,0.4482758620689655,Automne,3
3789,125000000,,2009-05-06,128,433725,Franchise,Science Fiction,Etats-Unis,J.J. Abrams,,493,Star Trek,0.0,Printemps,3
3790,7349979,,2013-03-06,92,433517,,Comédie,France,,,371,20 ans d'écart,0.2413793103448275,Printemps,2
3791,85000000,,2008-04-02,88,433603,,Animation,Etats-Unis,,,708,Horton,0.2758620689655172,Printemps,3
3792,60000000,,2017-04-05,94,431955,,Animation,Etats-Unis,,,589,Les Schtroumpfs et le village perdu,0.2068965517241379,Printemps,3
3793,10670501,,2014-10-01,87,431620,,Comédie,France,,,428,Tu veux ou tu veux pas,0.0689655172413793,Automne,3
3794,185000000,,2013-06-12,123,433073,Franchise,Science Fiction,Etats-Unis,J.J. Abrams,,610,Star Trek Into Darkness,0.0,Été,3
3795,90288712,,2013-10-09,92,433188,,Animation,Etats-Unis,John Lasseter,,500,Planes,0.0,Automne,3
3796,0,,2023-03-22,94,438142,,Drame,France,,,617,Sur les chemins noirs,0.4827586206896552,Printemps,1
3797,65000000,John Williams,2013-01-30,145,437768,,Drame,Etats-Unis,Steven Spielberg,,312,Lincoln,0.4482758620689655,Hiver,3
3798,60000000,,2013-02-27,124,438226,,Fantasy,Etats-Unis,,,518,Sublimes créatures,0.1724137931034483,Hiver,2
3799,50000000,,1999-03-31,100,438862,,Aventure - Action,Etats-Unis,,Remake,546,Payback,0.1379310344827586,Printemps,3
3800,75000000,,1997-08-20,110,445465,,Aventure - Action,Etats-Unis,Jerry Brukheimer,,500,Les Ailes de l'enfer,0.0689655172413793,Été,2
3801,20862762,Alexandre Desplat,2016-10-12,122,445363,,Aventure - Action,France,,,525,L'Odyssée,0.1724137931034483,Automne,0
3802,100000000,,2019-12-25,102,442565,,Animation,Etats-Unis,,,544,Les Incognitos,0.3448275862068966,Hiver,3
3803,26000000,,2000-08-30,106,442253,,Comédie,Etats-Unis,,,371,O'Brother,0.4137931034482758,Été,0
3804,24584460,,2005-08-03,87,440512,Franchise,Aventure - Action,France,Luc Besson,,510,Le Transporteur 2,0.0344827586206896,Été,2
3805,80000000,Danny Elfman,2011-10-19,127,438587,,Science Fiction,Etats-Unis,Steven Spielberg,,463,Real Steel,0.0344827586206896,Automne,3
